state,City,Two Wheeler,Three Wheeler,Four Wheeler,Goods Vehicles,Public Service Vehicle,Special Category Vehicles,Ambulance/Hearses,Construction Equipment Vehicle,Station Name,Operator,Usage Type,Connector Type,Power (kW),station_id,location,charging_type,num_chargers,voltage_level,current_flow,power_consumed,power_loss,voltage_fluctuation
Tamil Nadu,Chennai,39427,16103,45108,4337,40470,6963,42088,15956,FastCharge,BPCL,Private,GB/T,206,7478,Semi-Urban,Ultra Fast,43,337.19,82.2,27.72,1.31,10.38
West Bengal,Kolkata,26105,34004,3585,19914,36491,20834,6396,47761,EV Hub,IOCL,Commercial,GB/T,238,7479,Semi-Urban,Fast,5,708.25,36.11,25.57,0.31,3.19
Nagaland,Kohima,2324,33713,33273,38714,4124,4431,36649,42811,Green Charge,BPCL,Commercial,GB/T,16,7480,Urban,Slow,32,373.73,177.02,66.16,4.67,1.56
Telangana,Hyderabad,28947,3403,11679,42012,9654,14469,49453,4860,EV Hub,ChargeZone,Public,GB/T,80,7481,Rural,Fast,20,543.72,354.86,192.94,5.42,0.68
Telangana,Hyderabad,167,17222,35988,47121,24420,44167,24383,47469,Green Charge,Ather Energy,Public,CCS,311,7482,Semi-Urban,Ultra Fast,43,661.34,474.5,313.81,18.75,9.24
Chandigarh,Chandigarh,44688,9880,43876,27762,37446,25218,8493,20169,FastCharge,IOCL,Public,CHAdeMO,72,7483,Semi-Urban,Ultra Fast,14,683.59,276.73,189.17,14.68,5.57
Gujarat,Ahmedabad,7126,3962,20536,3737,18786,41264,16005,24159,EV Hub,BPCL,Private,CHAdeMO,12,7484,Rural,Ultra Fast,42,791.65,235.34,186.31,1.88,8.61
Chandigarh,Chandigarh,390,8636,6702,23958,3060,32033,22628,505,Power Station,EVRE,Commercial,Type 2,266,7485,Rural,Slow,22,733.4,210.73,154.55,12.32,9.11
Chandigarh,Chandigarh,9107,27510,26586,5247,46155,46387,15832,14313,Power Station,Fortum,Public,CHAdeMO,135,7486,Rural,Slow,24,526.41,217.86,114.68,7.99,6.37
Maharashtra,Mumbai,6756,41529,33209,46750,13624,35437,42850,7112,Power Station,BPCL,Public,CCS,230,7487,Highway,Fast,2,292.48,231.44,67.69,3.16,9.44
Jharkhand,Jamshedpur,39628,10793,37890,24398,26319,37424,47250,16405,FastCharge,ChargeZone,Public,GB/T,337,7488,Highway,Fast,2,375.74,35.31,13.27,0.2,13.12
Ladakh,Leh,43421,39197,24691,47771,1828,7855,11078,14132,FastCharge,ChargeZone,Private,CCS,92,7489,Rural,Fast,7,762.51,485.01,369.82,26.28,11.04
Assam,Silchar,32592,1580,39005,16845,47107,20504,7478,2870,FastCharge,EVRE,Commercial,Type 2,335,7490,Rural,Slow,34,782.24,298.65,233.62,11.51,2.15
Punjab,Amritsar,32409,20938,9910,42947,26001,16280,46955,13367,Power Station,Ather Energy,Private,GB/T,103,7491,Urban,Slow,30,384.04,478.4,183.72,10.22,1.15
Bihar,Patna,16866,11241,25321,7013,47559,15758,2573,45801,Power Station,IOCL,Commercial,CHAdeMO,289,7492,Semi-Urban,Ultra Fast,4,434.86,39.03,16.97,0.96,14.94
Uttar Pradesh,Lucknow,872,27835,22306,245,45614,4655,22900,32029,FastCharge,EVRE,Commercial,GB/T,321,7493,Semi-Urban,Ultra Fast,14,396.95,404.16,160.43,4.48,5.06
Assam,Silchar,19747,18904,41195,47384,18169,29489,8123,20671,Green Charge,Tata Power,Public,GB/T,220,7494,Rural,Fast,15,455.96,457.35,208.53,8.41,7.33
Nagaland,Kohima,19542,13834,28397,15342,32755,1076,23493,36328,Charge Point,ChargeZone,Private,Type 2,231,7495,Urban,Fast,33,682.14,327.32,223.28,17.16,5.74
Nagaland,Kohima,27953,6026,33810,31006,15067,25057,7857,21976,Power Station,Tata Power,Commercial,GB/T,127,7496,Semi-Urban,Ultra Fast,6,746.22,116.34,86.82,5.04,5.18
Karnataka,Mysore,6805,41845,41880,25805,5278,17518,20779,35889,Power Station,Ather Energy,Commercial,CHAdeMO,106,7497,Semi-Urban,Ultra Fast,7,726.05,426.14,309.4,30.86,0.44
Himachal Pradesh,Shimla,39074,24399,44321,25274,22004,8707,23032,46531,EV Hub,Fortum,Private,CCS,155,7498,Highway,Slow,44,607,466.06,282.9,24.11,12.93
Himachal Pradesh,Shimla,47794,41329,22786,6037,33052,48507,42595,17363,FastCharge,ChargeZone,Private,Type 2,326,7499,Rural,Fast,10,619.05,17.08,10.57,0.28,7.23
Jharkhand,Jamshedpur,7475,30927,35568,14216,10661,1522,40166,41318,Charge Point,Fortum,Public,CCS,348,7500,Urban,Slow,37,739.92,106.16,78.55,3.78,6.53
Meghalaya,Shillong,15174,6999,31970,3630,32252,14161,41139,23602,Charge Point,Fortum,Private,CHAdeMO,202,7501,Urban,Ultra Fast,3,601.42,400.65,240.96,18.66,14.67
Bihar,Patna,37961,31925,22694,14316,7604,30054,28892,28001,FastCharge,IOCL,Public,CCS,238,7502,Rural,Ultra Fast,33,573.71,378.33,217.05,10.9,0.22
Goa,Panaji,4624,4762,30037,43559,732,19799,48962,12057,Power Station,IOCL,Private,CCS,73,7503,Rural,Ultra Fast,17,312.78,55.13,17.24,1.39,8.38
Andhra Pradesh,Guntur,20815,24759,33647,33530,45337,46240,16477,27364,FastCharge,ChargeZone,Private,CCS,57,7504,Semi-Urban,Fast,4,766.76,71.94,55.16,4.97,0.46
Manipur,Imphal,12929,34675,20106,26589,19680,1560,26160,224,Green Charge,Tata Power,Private,Type 2,225,7505,Semi-Urban,Ultra Fast,4,382.12,309.6,118.3,1.57,1.07
Tripura,Agartala,27290,34881,700,11483,31938,42698,8392,39491,EV Hub,ChargeZone,Private,GB/T,176,7506,Highway,Slow,1,398.17,315.76,125.73,10,0.91
Puducherry,Puducherry,16727,31653,28900,30325,27071,7110,27957,11723,Power Station,EVRE,Public,Type 2,232,7507,Urban,Ultra Fast,33,465.97,392.46,182.87,16.46,14.01
Tripura,Agartala,20862,48636,37195,22323,23627,11554,31572,33208,Green Charge,Tata Power,Commercial,CCS,283,7508,Highway,Fast,2,473.11,453.78,214.69,3.08,6.17
Jharkhand,Jamshedpur,45033,47010,11958,5748,39134,25900,49978,42764,EV Hub,Fortum,Private,CHAdeMO,75,7509,Urban,Slow,43,284.61,416.38,118.51,2.33,8.62
Andhra Pradesh,Vijayawada,34434,21339,41382,16420,47170,27196,31353,17927,FastCharge,EVRE,Public,CHAdeMO,163,7510,Urban,Fast,38,273.49,174.14,47.63,4.72,12.2
Nagaland,Kohima,2878,19063,47625,37932,6727,24743,27805,24732,Green Charge,ChargeZone,Commercial,CCS,304,7511,Urban,Fast,29,593.54,54.33,32.25,1.99,2.34
Mizoram,Aizawl,37383,24420,32274,40055,34400,26686,18118,35150,Green Charge,Tata Power,Public,CCS,274,7512,Urban,Ultra Fast,15,714.32,360.28,257.36,16.11,1.48
Karnataka,Bangalore,43035,4546,4064,28398,24482,42155,43682,10711,Green Charge,ChargeZone,Public,Type 2,32,7513,Semi-Urban,Ultra Fast,34,655.43,254.12,166.56,10.96,0.74
Chandigarh,Chandigarh,48509,22404,15861,19559,37165,10319,41390,20036,Power Station,BPCL,Private,Type 2,70,7514,Urban,Fast,1,769.98,493.7,380.14,22.9,9.96
Sikkim,Gangtok,20859,19716,31556,16177,11272,13397,27984,11849,EV Hub,Ather Energy,Public,GB/T,58,7515,Rural,Slow,36,725.92,29.8,21.63,2.13,9.36
Andaman and Nicobar Islands,Port Blair,18613,39252,13088,26264,14053,46624,47062,41809,Power Station,ChargeZone,Commercial,Type 2,257,7516,Semi-Urban,Ultra Fast,40,700.72,159.58,111.82,7.55,13.81
Andaman and Nicobar Islands,Port Blair,25654,5908,22677,32005,40499,1200,49927,40767,Green Charge,Tata Power,Public,CCS,84,7517,Semi-Urban,Ultra Fast,2,639.27,368.86,235.8,16.51,2.7
Mizoram,Aizawl,13646,48405,1871,36920,27589,4759,40144,8971,EV Hub,Tata Power,Commercial,GB/T,202,7518,Rural,Slow,47,483.12,126.5,61.11,1.18,8.45
Goa,Margao,40218,18830,14999,42794,45730,272,30307,23681,Green Charge,ChargeZone,Public,GB/T,201,7519,Rural,Ultra Fast,39,229.24,487.84,111.83,3.52,14.03
Delhi,New Delhi,4814,15978,13797,21100,41235,49435,38080,30115,Charge Point,BPCL,Commercial,CHAdeMO,239,7520,Urban,Fast,6,414.55,308.07,127.71,9.37,3.25
Kerala,Kochi,5250,25972,23001,43074,1234,41780,10822,7511,Green Charge,EVRE,Commercial,Type 2,316,7521,Rural,Ultra Fast,35,275.93,491.94,135.74,9.19,12.83
Arunachal Pradesh,Itanagar,31581,8978,10812,10384,7806,20462,8074,25439,Charge Point,Ather Energy,Private,CHAdeMO,85,7522,Highway,Ultra Fast,24,524.46,57.89,30.36,1.16,6.71
Dadra and Nagar Haveli and Daman and Diu,Daman,13448,11764,1472,35281,5923,44793,4243,8840,Charge Point,IOCL,Commercial,GB/T,298,7523,Semi-Urban,Fast,8,565.85,311.66,176.35,6.79,12.24
Maharashtra,Mumbai,30528,32887,30771,47640,9191,10954,21753,40145,Green Charge,ChargeZone,Private,Type 2,265,7524,Semi-Urban,Ultra Fast,43,494.95,27.54,13.63,0.89,11.72
Nagaland,Kohima,47408,17471,44537,25842,1856,32762,333,1436,Green Charge,EVRE,Commercial,CHAdeMO,141,7525,Rural,Slow,10,375.15,81.1,30.42,1.79,7.95
Tripura,Agartala,38180,27863,14063,34751,1847,47988,49602,39928,EV Hub,Tata Power,Commercial,Type 2,131,7526,Urban,Slow,29,559.5,319.14,178.56,17.51,8.19
Mizoram,Aizawl,34659,40843,30642,35272,33744,13119,8531,48108,Green Charge,EVRE,Commercial,CCS,258,7527,Highway,Slow,2,711.22,385.63,274.27,23.63,2
Nagaland,Kohima,26396,10182,20254,35653,30766,39054,20008,47017,Power Station,Fortum,Commercial,GB/T,86,7528,Semi-Urban,Fast,7,784.19,187.21,146.81,14.44,9.53
Haryana,Gurgaon,48696,38622,3794,18034,25096,20917,49467,41227,FastCharge,IOCL,Public,CHAdeMO,240,7529,Highway,Fast,21,563.66,78.72,44.37,2.11,9.84
Maharashtra,Mumbai,26048,5454,9270,10851,13495,1988,35057,2277,Green Charge,Tata Power,Private,GB/T,133,7530,Rural,Ultra Fast,14,759.66,392.33,298.04,14.25,7.39
Goa,Margao,2513,1743,24061,21920,17829,8210,13879,22344,Green Charge,BPCL,Public,Type 2,305,7531,Rural,Ultra Fast,36,718.38,403.3,289.72,17.68,13.98
Andaman and Nicobar Islands,Port Blair,36606,864,11105,33407,2726,29011,35476,11689,Green Charge,Ather Energy,Public,GB/T,128,7532,Highway,Fast,34,377.71,140.63,53.12,2.33,14.93
Himachal Pradesh,Shimla,20099,3461,39434,7797,1180,21880,16566,23943,FastCharge,Tata Power,Private,GB/T,105,7533,Semi-Urban,Slow,19,406.36,451.19,183.35,14.9,8.5
Himachal Pradesh,Shimla,46347,39559,9458,26199,46321,23553,46072,20192,Charge Point,ChargeZone,Public,CCS,252,7534,Rural,Ultra Fast,13,271.66,160.47,43.59,0.54,1.12
Karnataka,Bangalore,15750,35917,42525,25947,35340,10204,20658,3095,EV Hub,Tata Power,Private,CCS,37,7535,Highway,Slow,39,288.61,115.51,33.34,3.25,0.54
Rajasthan,Jaipur,34385,16985,10957,21198,29184,13009,43981,17059,EV Hub,IOCL,Private,GB/T,144,7536,Rural,Fast,22,362.02,451.17,163.33,4.8,1.67
Kerala,Trivandrum,39342,49392,48159,9081,11501,48393,47479,29848,Power Station,Fortum,Public,GB/T,318,7537,Urban,Ultra Fast,36,552.84,389.33,215.24,9.42,10.74
Tamil Nadu,Coimbatore,5119,18389,49511,31590,12401,4223,39248,17750,EV Hub,BPCL,Private,GB/T,224,7538,Highway,Ultra Fast,46,479.54,132.63,63.6,4.26,1.68
Rajasthan,Udaipur,47723,39450,32653,26467,16439,31258,10157,14482,Green Charge,Ather Energy,Private,CHAdeMO,215,7539,Urban,Ultra Fast,4,584.36,288.98,168.87,15.55,6.36
Meghalaya,Shillong,27735,2270,38203,18675,44268,44480,41134,2809,FastCharge,EVRE,Private,GB/T,266,7540,Urban,Slow,16,363.08,310.61,112.78,10.83,12.08
Manipur,Imphal,14286,8729,49902,48924,14485,23177,8958,17316,Charge Point,Fortum,Public,GB/T,248,7541,Highway,Ultra Fast,1,640.65,427.42,273.83,24.6,8.65
Gujarat,Surat,22219,45508,27896,32463,3243,11703,12188,38540,Green Charge,BPCL,Public,GB/T,26,7542,Urban,Fast,15,282,143.31,40.41,2.36,8.78
Uttar Pradesh,Noida,14349,32830,45118,34732,30414,24849,9035,32645,Power Station,Fortum,Private,GB/T,55,7543,Semi-Urban,Fast,30,630.35,294.4,185.58,14.19,1.47
Puducherry,Puducherry,10668,46241,29722,38831,8185,44639,29519,25817,Power Station,EVRE,Commercial,GB/T,321,7544,Semi-Urban,Fast,37,336.92,385.14,129.76,11.17,13.95
Maharashtra,Nagpur,2832,8587,39952,17344,37166,35152,28634,7702,Charge Point,ChargeZone,Private,CCS,89,7545,Highway,Slow,45,420.74,129.46,54.47,1.62,1.13
Rajasthan,Jaipur,27129,4196,18011,20168,19776,6951,38446,40367,Power Station,EVRE,Private,Type 2,102,7546,Semi-Urban,Slow,10,723.14,488.46,353.22,32.03,5.5
West Bengal,Kolkata,6920,46187,23008,9703,25867,1983,27099,17454,Charge Point,Fortum,Commercial,CHAdeMO,95,7547,Urban,Slow,35,270.94,275.68,74.69,4.44,2.71
Punjab,Amritsar,20049,20423,32901,46290,43206,46290,39673,7897,EV Hub,ChargeZone,Private,GB/T,348,7548,Rural,Ultra Fast,26,519.23,442.88,229.96,11.76,0.25
Chhattisgarh,Bhilai,39145,33548,24731,31498,47381,18270,12656,29913,EV Hub,BPCL,Public,GB/T,177,7549,Semi-Urban,Fast,43,632.73,414.68,262.38,10.2,4.09
Gujarat,Vadodara,39169,31775,25496,33393,10499,7635,19808,44352,EV Hub,IOCL,Public,CCS,28,7550,Semi-Urban,Slow,21,460.95,151.91,70.02,6.05,9.1
Sikkim,Gangtok,34964,15105,13356,30548,37552,29483,28834,31565,Green Charge,Fortum,Public,CHAdeMO,287,7551,Semi-Urban,Slow,11,461.09,277.5,127.95,12.17,8.35
Odisha,Bhubaneswar,14950,31000,32764,33414,6436,37005,4377,8347,Power Station,ChargeZone,Public,Type 2,255,7552,Semi-Urban,Ultra Fast,36,399.32,119.81,47.84,3.43,12.78
Sikkim,Gangtok,4527,44408,22426,44005,24342,29613,25108,10948,EV Hub,Fortum,Private,Type 2,294,7553,Rural,Ultra Fast,45,374.96,47.92,17.97,1,4.27
Gujarat,Surat,38569,2733,34403,40967,9189,6291,4594,39756,Power Station,Ather Energy,Public,Type 2,75,7554,Urban,Slow,37,520.61,414.14,215.61,12.5,4.91
Telangana,Hyderabad,8665,29317,47460,23843,18747,7012,38413,7266,Power Station,IOCL,Public,Type 2,300,7555,Semi-Urban,Ultra Fast,44,631.69,162.82,102.85,10.18,4.5
Andhra Pradesh,Guntur,15205,47075,24579,32754,30128,10550,20918,26383,EV Hub,BPCL,Commercial,CHAdeMO,168,7556,Rural,Ultra Fast,45,644.13,245.57,158.18,14.42,9.09
Himachal Pradesh,Shimla,8034,25705,31473,41119,22049,1149,13570,47998,Power Station,ChargeZone,Commercial,CHAdeMO,90,7557,Rural,Ultra Fast,23,459.65,66.23,30.44,2.68,0.2
Nagaland,Kohima,14828,41611,32692,18726,4441,40812,18307,27934,FastCharge,Tata Power,Private,CHAdeMO,177,7558,Urban,Fast,36,480.82,178.3,85.73,3.84,0.73
Odisha,Bhubaneswar,27481,8129,10006,34757,3601,45423,4164,24974,FastCharge,Tata Power,Public,GB/T,13,7559,Semi-Urban,Fast,36,506.59,61.06,30.93,1.57,7.98
Rajasthan,Udaipur,29198,16358,45766,24788,37722,44823,39193,35158,Charge Point,IOCL,Commercial,CHAdeMO,293,7560,Highway,Fast,31,438.29,405.88,177.89,16.18,8.12
Chandigarh,Chandigarh,19421,25481,5713,27710,25914,40242,47906,5377,FastCharge,ChargeZone,Private,Type 2,175,7561,Highway,Ultra Fast,47,749.34,240.81,180.45,7.09,7.03
Jharkhand,Jamshedpur,34466,25237,43696,21903,19892,46188,27372,4325,FastCharge,ChargeZone,Public,CHAdeMO,219,7562,Urban,Ultra Fast,41,438.73,87.64,38.45,3.39,11.94
Haryana,Faridabad,2203,19550,14533,16258,44023,30259,46723,12523,EV Hub,IOCL,Public,GB/T,96,7563,Semi-Urban,Slow,26,338.62,32.6,11.04,0.79,7.26
Haryana,Gurgaon,23829,2768,23647,33235,24640,5445,15812,26039,Power Station,ChargeZone,Commercial,Type 2,343,7564,Rural,Slow,1,734.95,364.48,267.87,16.92,13.02
Delhi,New Delhi,26665,45301,25212,24829,23924,40205,10464,24570,FastCharge,IOCL,Commercial,CCS,96,7565,Rural,Slow,12,581.77,397.73,231.39,15.45,5.06
West Bengal,Kolkata,5983,10111,4257,35514,20147,15111,14832,32363,FastCharge,ChargeZone,Private,CHAdeMO,158,7566,Urban,Slow,29,727.48,419.76,305.37,11.19,1.05
Himachal Pradesh,Shimla,43380,8674,43983,37024,46787,32653,38363,26530,Power Station,Ather Energy,Commercial,Type 2,307,7567,Rural,Slow,11,287.24,170.62,49.01,4.47,14.12
Gujarat,Vadodara,43790,9789,49558,4776,26256,3270,6907,16069,Power Station,Fortum,Private,CCS,36,7568,Rural,Fast,8,647.33,496.74,321.55,16.58,10.75
Himachal Pradesh,Shimla,26755,48401,40380,37441,11982,29206,33730,34516,Power Station,BPCL,Public,CCS,246,7569,Semi-Urban,Slow,8,567.92,56.48,32.08,2.42,9.71
Chhattisgarh,Raipur,30426,8462,38394,7496,15887,37882,10141,40746,FastCharge,EVRE,Commercial,Type 2,291,7570,Highway,Fast,14,446.98,204.05,91.21,1.31,9.63
Himachal Pradesh,Shimla,5929,39841,6806,11268,38350,36031,41543,3601,FastCharge,Ather Energy,Public,CCS,132,7571,Rural,Fast,48,487.67,293.75,143.25,1.59,4.93
Arunachal Pradesh,Itanagar,10136,3688,12401,45019,28242,35454,47343,47458,EV Hub,IOCL,Public,Type 2,209,7572,Urban,Ultra Fast,14,720.47,341.22,245.84,12.44,13.52
Sikkim,Gangtok,48421,26489,36988,25631,27030,40650,20878,1275,FastCharge,ChargeZone,Public,GB/T,294,7573,Highway,Slow,4,680.76,165.66,112.77,11.03,5.03
Odisha,Cuttack,39441,41671,31418,20457,45018,25348,11659,19013,EV Hub,BPCL,Public,GB/T,148,7574,Semi-Urban,Slow,32,514.38,46.17,23.75,1.57,10.26
Lakshadweep,Kavaratti,48813,48194,34017,34181,4649,3923,23564,33379,FastCharge,Fortum,Commercial,CHAdeMO,256,7575,Semi-Urban,Slow,13,321.68,485.65,156.22,3.43,9.3
Punjab,Ludhiana,36727,13883,21770,12024,15670,35066,44297,11076,Green Charge,Fortum,Commercial,GB/T,110,7576,Urban,Fast,47,250.98,472.81,118.67,9.78,1.39
Telangana,Hyderabad,17659,12983,27017,30512,2170,3708,17656,10377,Power Station,BPCL,Commercial,GB/T,285,7577,Semi-Urban,Fast,3,352.3,169.16,59.6,1.57,8.83
Haryana,Faridabad,19119,24318,12995,7951,39865,49170,46796,36806,Green Charge,Ather Energy,Private,Type 2,23,7578,Semi-Urban,Ultra Fast,12,360.08,149.03,53.66,4.2,10.86
Maharashtra,Mumbai,1135,21723,45427,13456,37332,38770,26787,20730,Charge Point,IOCL,Private,GB/T,333,7579,Urban,Fast,24,384.29,390.82,150.19,12.41,10.45
Dadra and Nagar Haveli and Daman and Diu,Daman,46656,36051,47629,43528,7103,11541,35321,23641,Power Station,ChargeZone,Commercial,CHAdeMO,317,7580,Highway,Slow,43,600.51,377.01,226.4,20.73,2.73
Jharkhand,Ranchi,28863,14287,48690,25379,39275,45621,29946,22601,Charge Point,Tata Power,Private,CHAdeMO,293,7581,Highway,Fast,3,737.13,144.88,106.8,3.28,14.79
Goa,Panaji,30603,24048,4423,32171,27244,16604,46837,24152,FastCharge,IOCL,Public,CCS,76,7582,Urban,Ultra Fast,16,507.55,67.51,34.26,2.03,12.98
Arunachal Pradesh,Itanagar,1047,46853,2587,39208,25584,35804,31698,4031,EV Hub,Fortum,Commercial,Type 2,204,7583,Urban,Slow,14,701,169.28,118.67,8.93,12.92
Dadra and Nagar Haveli and Daman and Diu,Silvassa,27450,37405,31681,12274,47535,41691,1175,5909,Power Station,Fortum,Private,GB/T,26,7584,Semi-Urban,Slow,3,286.5,324.32,92.92,8.41,11.73
Jammu and Kashmir,Jammu,6893,13548,26924,18060,22050,10317,20491,47109,Charge Point,ChargeZone,Private,Type 2,226,7585,Highway,Ultra Fast,38,277.65,253.43,70.36,6.03,12.47
Sikkim,Gangtok,18671,32591,31253,45129,33817,37674,3862,45813,Green Charge,BPCL,Public,GB/T,113,7586,Highway,Fast,44,351.81,111.83,39.34,2.76,8.04
Haryana,Faridabad,7766,32983,28768,40804,7446,30615,5908,15852,Green Charge,Ather Energy,Commercial,CCS,121,7587,Highway,Fast,42,543.91,296.17,161.09,13.77,12.88
Gujarat,Surat,24954,41183,6810,3756,22435,17996,17816,4765,Charge Point,ChargeZone,Private,GB/T,310,7588,Semi-Urban,Fast,43,401.29,135.15,54.23,0.62,2.07
Lakshadweep,Kavaratti,40671,33445,22171,26028,35886,22570,26938,2725,Charge Point,EVRE,Public,CCS,236,7589,Semi-Urban,Fast,1,590.84,303.47,179.3,10.73,0.02
Lakshadweep,Kavaratti,573,43561,21357,9081,45979,3789,45619,10316,FastCharge,EVRE,Public,CCS,155,7590,Highway,Slow,28,728.87,187.79,136.87,1.63,1.95
Arunachal Pradesh,Itanagar,39578,22366,16125,16213,9633,4053,14220,26389,EV Hub,Fortum,Private,CHAdeMO,234,7591,Semi-Urban,Ultra Fast,28,314.53,302.66,95.2,3.56,10.01
Odisha,Cuttack,33808,18474,11083,36087,9044,20860,1814,4771,EV Hub,Ather Energy,Commercial,Type 2,203,7592,Highway,Ultra Fast,12,496.71,477.95,237.4,3.71,13.79
Karnataka,Mysore,32697,45327,25113,2857,32666,14495,2827,48703,Green Charge,BPCL,Public,Type 2,204,7593,Rural,Ultra Fast,30,258.62,77.47,20.04,0.81,13.8
Himachal Pradesh,Shimla,46048,21422,15998,34031,40413,35112,45231,23339,Green Charge,Fortum,Private,Type 2,230,7594,Urban,Slow,49,743.69,65.2,48.49,4.47,10.79
Kerala,Trivandrum,33227,16507,47946,45180,25279,42682,10381,3654,FastCharge,Ather Energy,Commercial,Type 2,149,7595,Highway,Slow,37,362.71,308.86,112.03,1.43,7.37
Ladakh,Leh,26951,48609,45848,12515,17787,23731,14734,11196,FastCharge,Tata Power,Commercial,CCS,202,7596,Rural,Ultra Fast,26,714.21,231.98,165.68,12.58,3.61
Delhi,New Delhi,30354,13485,38586,4416,15225,17638,7195,30485,Charge Point,BPCL,Private,GB/T,38,7597,Highway,Ultra Fast,26,670.29,237.49,159.19,13.42,12.11
Chhattisgarh,Raipur,35132,27363,42912,26413,34251,37087,14060,10987,Power Station,ChargeZone,Private,CHAdeMO,133,7598,Highway,Fast,34,578.41,89.37,51.69,4.01,5.22
Jharkhand,Ranchi,25228,44976,39808,1028,10625,24595,31677,36888,Green Charge,Fortum,Public,CHAdeMO,150,7599,Rural,Fast,20,659.88,424.79,280.31,25.6,13.32
Tamil Nadu,Coimbatore,22306,30039,484,35333,26181,1039,40645,28905,EV Hub,ChargeZone,Public,GB/T,86,7600,Semi-Urban,Fast,4,318.33,491.75,156.54,11.53,4.89
Odisha,Bhubaneswar,9458,18856,25536,21385,23251,33995,35458,18152,Charge Point,IOCL,Commercial,Type 2,149,7601,Rural,Slow,36,760.8,112.41,85.52,6.45,13.43
Jammu and Kashmir,Srinagar,21877,29389,6880,34729,31044,17489,25474,47258,EV Hub,Ather Energy,Public,Type 2,30,7602,Highway,Fast,11,299.37,180.71,54.1,5.31,6.27
Chandigarh,Chandigarh,31844,22765,12709,26498,11192,29093,42411,41164,Power Station,ChargeZone,Public,CHAdeMO,94,7603,Rural,Slow,36,299.66,186.45,55.87,1.8,7.13
Bihar,Patna,16217,36769,21946,12125,4653,1860,32667,2453,EV Hub,Tata Power,Public,CCS,337,7604,Highway,Ultra Fast,38,781.73,412.75,322.66,5.97,2.71
Andhra Pradesh,Guntur,17119,48163,24280,1918,6501,47198,48728,17305,EV Hub,Fortum,Private,CHAdeMO,188,7605,Urban,Slow,15,755.97,69.04,52.19,0.87,14.43
Andhra Pradesh,Vijayawada,38327,49917,5882,47178,28188,39407,28558,6794,EV Hub,BPCL,Commercial,GB/T,77,7606,Highway,Ultra Fast,44,664.63,245.5,163.17,11.57,2.62
Puducherry,Puducherry,20781,18196,6191,21248,10465,3219,25730,13852,EV Hub,Ather Energy,Private,CCS,337,7607,Highway,Slow,13,400.13,272.24,108.93,1.31,5.25
Meghalaya,Shillong,38682,43411,4723,40884,10531,33785,26618,46950,Power Station,BPCL,Commercial,CCS,252,7608,Semi-Urban,Ultra Fast,46,713.37,308.65,220.18,2.99,2.75
Andhra Pradesh,Visakhapatnam,24937,6742,29203,4824,31581,27048,5644,16025,Charge Point,Ather Energy,Public,CCS,223,7609,Semi-Urban,Ultra Fast,7,424.94,452.74,192.39,7.43,11.66
Tamil Nadu,Chennai,48600,12831,36428,48912,10197,7064,13455,15339,Charge Point,ChargeZone,Public,Type 2,209,7610,Highway,Fast,23,549.79,350.39,192.64,7.09,0.81
Kerala,Kochi,24713,26139,1679,39697,27972,8069,44292,32438,FastCharge,EVRE,Public,CCS,294,7611,Rural,Fast,32,344.76,220.36,75.97,4.23,8.22
West Bengal,Kolkata,25723,43646,3725,26721,22908,20075,29901,6299,Charge Point,Fortum,Public,CHAdeMO,234,7612,Semi-Urban,Ultra Fast,20,670.22,261.47,175.24,5.22,7.57
Delhi,New Delhi,18225,34739,20269,39376,44138,9662,6721,43501,Power Station,Fortum,Private,Type 2,169,7613,Semi-Urban,Fast,22,309.29,367.37,113.62,10.92,1.45
Gujarat,Ahmedabad,34811,32483,45453,11137,43036,19929,43394,10423,FastCharge,BPCL,Public,CCS,309,7614,Semi-Urban,Ultra Fast,6,435.51,484.56,211.03,9.7,13.23
Madhya Pradesh,Indore,47084,20944,9976,21949,15577,21896,32375,17858,Green Charge,BPCL,Commercial,CHAdeMO,305,7615,Rural,Fast,33,701.52,380.51,266.94,21.13,8.94
Kerala,Trivandrum,21668,3523,41633,19839,23700,17387,18598,12943,EV Hub,EVRE,Private,CCS,231,7616,Highway,Ultra Fast,47,633.69,29.87,18.93,1.68,4.16
Telangana,Hyderabad,46804,47408,22789,12194,1039,7501,41503,10367,Power Station,BPCL,Public,Type 2,293,7617,Highway,Ultra Fast,9,453.59,292.47,132.66,8.54,6.09
Jharkhand,Jamshedpur,42012,29396,4363,6477,36542,31095,8087,22658,FastCharge,Fortum,Public,CCS,46,7618,Rural,Slow,20,341.29,152.84,52.16,4.41,0.69
Arunachal Pradesh,Itanagar,2368,32862,43120,39875,3456,43380,35418,2013,Charge Point,EVRE,Public,CCS,312,7619,Urban,Ultra Fast,48,264.56,396.97,105.02,1.27,0.89
